prompt_id,domain,vagueness,annotation_tier,coverage_scorer,param_name,param_weight,scorer_status,scorer_evidence,human_status,human_notes
N32,Medical,Ultra-vague,clear,0.0,patient_demographics,50,MENTIONED,"Full Name, Date of Birth, Gender",MENTIONED,
N32,Medical,Ultra-vague,clear,0.0,lab_values,45,MENTIONED,previous lab results; Laboratory Information System,MENTIONED,
N32,Medical,Ultra-vague,clear,0.0,treatment_plan,40,ABSENT,"does not cover full cancer staging, treatment planning",ABSENT,
N32,Medical,Ultra-vague,clear,0.0,follow_up_schedule,35,ABSENT,"does not cover full cancer staging, treatment planning",ABSENT,
N32,Medical,Ultra-vague,clear,0.0,patient_preferences,30,MENTIONED,Patient Communication Preferences,MENTIONED,
N32,Medical,Ultra-vague,clear,0.0,contraindications,20,MENTIONED,allergies,MENTIONED,
N32,Medical,Ultra-vague,clear,0.0,family_history,15,ABSENT,Not addressed,ABSENT,
N46,Medical,Medium,ambiguous,0.5149,primary_site,100,RESOLVED,cervical + mediastinal nodes,RESOLVED,
N46,Medical,Medium,ambiguous,0.5149,stage_classification,95,RESOLVED,stage IIA,RESOLVED,
N46,Medical,Medium,ambiguous,0.5149,treatment_received,90,RESOLVED,2 cycles ABVD completed,RESOLVED,
N46,Medical,Medium,ambiguous,0.5149,histology_subtype,85,RESOLVED,Classical Hodgkin Lymphoma,RESOLVED,
N46,Medical,Medium,ambiguous,0.5149,performance_status,80,ABSENT,Not addressed,ABSENT,
N46,Medical,Medium,ambiguous,0.5149,response_to_treatment,75,MENTIONED,"mid-treatment assessments (e.g., PET scans with Deauville scoring)",MENTIONED,
N46,Medical,Medium,ambiguous,0.5149,current_medications,70,ABSENT,Not addressed,ABSENT,
N46,Medical,Medium,ambiguous,0.5149,biomarkers,65,ABSENT,Not addressed,ABSENT,
N46,Medical,Medium,ambiguous,0.5149,imaging_findings,60,RESOLVED,PET scans with Deauville scoring,RESOLVED,
N46,Medical,Medium,ambiguous,0.5149,comorbidities,55,ABSENT,Not addressed,ABSENT,
N46,Medical,Medium,ambiguous,0.5149,patient_demographics,50,RESOLVED,"35 years, Female",RESOLVED,
N46,Medical,Medium,ambiguous,0.5149,lab_values,45,ABSENT,Not addressed,ABSENT,
N46,Medical,Medium,ambiguous,0.5149,treatment_plan,40,RESOLVED,Planning 2 more cycles then restaging,RESOLVED,
N46,Medical,Medium,ambiguous,0.5149,follow_up_schedule,35,MENTIONED,restaging,MENTIONED,
N46,Medical,Medium,ambiguous,0.5149,patient_preferences,30,ABSENT,Not addressed,ABSENT,
N46,Medical,Medium,ambiguous,0.5149,contraindications,20,ABSENT,Not addressed,ABSENT,
N46,Medical,Medium,ambiguous,0.5149,family_history,15,ABSENT,Not addressed,ABSENT,
N44,Medical,Medium,ambiguous,0.3366,primary_site,100,RESOLVED,AML - Acute Myeloid Leukemia,RESOLVED,
N44,Medical,Medium,ambiguous,0.3366,stage_classification,95,ABSENT,Not addressed,ABSENT,
N44,Medical,Medium,ambiguous,0.3366,treatment_received,90,RESOLVED,allogeneic stem cell transplant,RESOLVED,
N44,Medical,Medium,ambiguous,0.3366,histology_subtype,85,RESOLVED,AML - Acute Myeloid Leukemia,RESOLVED,
N44,Medical,Medium,ambiguous,0.3366,performance_status,80,ABSENT,Not addressed,ABSENT,
N44,Medical,Medium,ambiguous,0.3366,response_to_treatment,75,ABSENT,Not addressed,ABSENT,
N44,Medical,Medium,ambiguous,0.3366,current_medications,70,MENTIONED,"tacrolimus, methylprednisolone (no dosages)",MENTIONED,
N44,Medical,Medium,ambiguous,0.3366,biomarkers,65,RESOLVED,"CMV negative, Chimerism 98%",RESOLVED,
N44,Medical,Medium,ambiguous,0.3366,imaging_findings,60,ABSENT,Not addressed,ABSENT,
N44,Medical,Medium,ambiguous,0.3366,comorbidities,55,ABSENT,Not addressed,ABSENT,
N44,Medical,Medium,ambiguous,0.3366,patient_demographics,50,ABSENT,"No age, sex, or specific demographics",ABSENT,
N44,Medical,Medium,ambiguous,0.3366,lab_values,45,ABSENT,not evaluated,ABSENT,
N44,Medical,Medium,ambiguous,0.3366,treatment_plan,40,ABSENT,not evaluated,RESOLVED,
N44,Medical,Medium,ambiguous,0.3366,follow_up_schedule,35,ABSENT,not evaluated,ABSENT,
N44,Medical,Medium,ambiguous,0.3366,patient_preferences,30,ABSENT,not evaluated,ABSENT,
N44,Medical,Medium,ambiguous,0.3366,contraindications,20,ABSENT,not evaluated,ABSENT,
N44,Medical,Medium,ambiguous,0.3366,family_history,15,ABSENT,not evaluated,ABSENT,
N47,Medical,Medium,ambiguous,0.5446,primary_site,100,RESOLVED,Metastatic Melanoma (C43.9) -> skin,RESOLVED,
N47,Medical,Medium,ambiguous,0.5446,stage_classification,95,RESOLVED,Metastatic Melanoma,RESOLVED,
N47,Medical,Medium,ambiguous,0.5446,treatment_received,90,RESOLVED,Pembrolizumab,RESOLVED,
N47,Medical,Medium,ambiguous,0.5446,histology_subtype,85,RESOLVED,Melanoma,RESOLVED,
N47,Medical,Medium,ambiguous,0.5446,performance_status,80,ABSENT,Not addressed,ABSENT,
N47,Medical,Medium,ambiguous,0.5446,response_to_treatment,75,ABSENT,Not addressed,ABSENT,
N47,Medical,Medium,ambiguous,0.5446,current_medications,70,RESOLVED,Pembrolizumab 200mg Q3W,RESOLVED,
N47,Medical,Medium,ambiguous,0.5446,biomarkers,65,RESOLVED,BRAF V600E mutation,RESOLVED,
N47,Medical,Medium,ambiguous,0.5446,imaging_findings,60,ABSENT,Not addressed,ABSENT,
N47,Medical,Medium,ambiguous,0.5446,comorbidities,55,ABSENT,Not addressed,ABSENT,
N47,Medical,Medium,ambiguous,0.5446,patient_demographics,50,ABSENT,No concrete values for patient,ABSENT,
N47,Medical,Medium,ambiguous,0.5446,lab_values,45,RESOLVED,Stool calprotectin elevated,RESOLVED,
N47,Medical,Medium,ambiguous,0.5446,treatment_plan,40,ABSENT,Not addressed,RESOLVED,
N47,Medical,Medium,ambiguous,0.5446,follow_up_schedule,35,ABSENT,Not addressed,ABSENT,
N47,Medical,Medium,ambiguous,0.5446,patient_preferences,30,ABSENT,Not addressed,ABSENT,
N47,Medical,Medium,ambiguous,0.5446,contraindications,20,ABSENT,Not addressed,ABSENT,
N47,Medical,Medium,ambiguous,0.5446,family_history,15,ABSENT,Not addressed,ABSENT,
N41,Medical,Medium,ambiguous,0.5495,primary_site,100,RESOLVED,Colon Cancer,RESOLVED,
N41,Medical,Medium,ambiguous,0.5495,stage_classification,95,RESOLVED,"Stage III, T3N2M0",RESOLVED,
N41,Medical,Medium,ambiguous,0.5495,treatment_received,90,RESOLVED,8 cycles FOLFOX adjuvant chemotherapy,RESOLVED,
N41,Medical,Medium,ambiguous,0.5495,histology_subtype,85,ABSENT,Not addressed,ABSENT,
N41,Medical,Medium,ambiguous,0.5495,performance_status,80,RESOLVED,No current symptoms,RESOLVED,
N41,Medical,Medium,ambiguous,0.5495,response_to_treatment,75,ABSENT,Not addressed,ABSENT,
N41,Medical,Medium,ambiguous,0.5495,current_medications,70,ABSENT,Not addressed,ABSENT,
N41,Medical,Medium,ambiguous,0.5495,biomarkers,65,RESOLVED,CEA monthly,RESOLVED,
N41,Medical,Medium,ambiguous,0.5495,imaging_findings,60,ABSENT,No specific findings provided,ABSENT,
N41,Medical,Medium,ambiguous,0.5495,comorbidities,55,ABSENT,Not addressed,ABSENT,
N41,Medical,Medium,ambiguous,0.5495,patient_demographics,50,RESOLVED,55-year-old male,RESOLVED,
N41,Medical,Medium,ambiguous,0.5495,lab_values,45,ABSENT,No specific lab values provided,ABSENT,
N41,Medical,Medium,ambiguous,0.5495,treatment_plan,40,RESOLVED,"CT every 6 months, CEA monthly",RESOLVED,
N41,Medical,Medium,ambiguous,0.5495,follow_up_schedule,35,RESOLVED,"CT every 6 months, CEA monthly",RESOLVED,
N41,Medical,Medium,ambiguous,0.5495,patient_preferences,30,ABSENT,Not addressed,ABSENT,
N41,Medical,Medium,ambiguous,0.5495,contraindications,20,ABSENT,Not addressed,ABSENT,
N41,Medical,Medium,ambiguous,0.5495,family_history,15,ABSENT,Not addressed,ABSENT,
N57,Medical,Detailed,ambiguous,0.5693,primary_site,100,RESOLVED,Invasive Ductal Carcinoma (IDC),RESOLVED,
N57,Medical,Detailed,ambiguous,0.5693,stage_classification,95,RESOLVED,T2N1M0,RESOLVED,
N57,Medical,Detailed,ambiguous,0.5693,treatment_received,90,RESOLVED,"neoadjuvant AC chemotherapy (doxorubicin 60mg/m² + cyclophosphamide 600mg/m² Q3W × 4 cycles), C-sect",RESOLVED,
N57,Medical,Detailed,ambiguous,0.5693,histology_subtype,85,RESOLVED,Invasive Ductal Carcinoma (IDC) Grade 3,RESOLVED,
N57,Medical,Detailed,ambiguous,0.5693,performance_status,80,ABSENT,Not addressed,ABSENT,
N57,Medical,Detailed,ambiguous,0.5693,response_to_treatment,75,ABSENT,Not addressed,ABSENT,
N57,Medical,Detailed,ambiguous,0.5693,current_medications,70,ABSENT,"Only planned chemotherapy mentioned, no other current medications",ABSENT,
N57,Medical,Detailed,ambiguous,0.5693,biomarkers,65,RESOLVED,ER+ HER2+,RESOLVED,
N57,Medical,Detailed,ambiguous,0.5693,imaging_findings,60,ABSENT,"Mentions department, no specific findings",ABSENT,
N57,Medical,Detailed,ambiguous,0.5693,comorbidities,55,ABSENT,Not addressed,ABSENT,
N57,Medical,Detailed,ambiguous,0.5693,patient_demographics,50,RESOLVED,"42-year-old female, diagnosed at 28 weeks gestation",RESOLVED,
N57,Medical,Detailed,ambiguous,0.5693,lab_values,45,ABSENT,"Mentions services, no specific values",ABSENT,
N57,Medical,Detailed,ambiguous,0.5693,treatment_plan,40,RESOLVED,"neoadjuvant AC chemotherapy, Trastuzumab deferred, delivery at 37 weeks via C-section",RESOLVED,
N57,Medical,Detailed,ambiguous,0.5693,follow_up_schedule,35,ABSENT,"Requirement to establish plan, no concrete schedule",ABSENT,
N57,Medical,Detailed,ambiguous,0.5693,patient_preferences,30,RESOLVED,"highly anxious, requesting psychological support, partner present",RESOLVED,
N57,Medical,Detailed,ambiguous,0.5693,contraindications,20,RESOLVED,Trastuzumab deferred due to fetal risk,RESOLVED,
N57,Medical,Detailed,ambiguous,0.5693,family_history,15,ABSENT,Not addressed,ABSENT,
P48,Payments,Detailed,clear,0.0935,volume_per_trade,100,ABSENT,Not addressed,ABSENT,
P48,Payments,Detailed,clear,0.0935,payment_from,90,ABSENT,Not addressed,ABSENT,
P48,Payments,Detailed,clear,0.0935,risk_tolerance,85,MENTIONED,incorporate various risk controls; strict risk management,RESOLVED,
P48,Payments,Detailed,clear,0.0935,authorization_controls,80,ABSENT,Not addressed,ABSENT,
P48,Payments,Detailed,clear,0.0935,daily_limit,80,ABSENT,Not addressed,ABSENT,
P48,Payments,Detailed,clear,0.0935,currency,20,MENTIONED,"base currency (e.g., USD or USDT)",RESOLVED,
P48,Payments,Detailed,clear,0.0935,asset_type,25,RESOLVED,"limited set of assets (BTC, ETH, SOL)",RESOLVED,
P48,Payments,Detailed,clear,0.0935,exchanges,15,RESOLVED,"Binance, Coinbase Pro",RESOLVED,
P48,Payments,Detailed,clear,0.0935,trading_schedule,15,MENTIONED,time-based trading rules; economic calendar data,RESOLVED,
P48,Payments,Detailed,clear,0.0935,stop_loss,15,MENTIONED,Defines Drawdown; incorporate various risk controls,RESOLVED,
P48,Payments,Detailed,clear,0.0935,reporting,10,RESOLVED,real-time logging; trade logging,RESOLVED,
P44,Payments,Detailed,recovered,0.2523,volume_per_trade,100,MENTIONED,Position Sizing: configurable position sizing rules,RESOLVED,
P44,Payments,Detailed,recovered,0.2523,payment_from,90,ABSENT,Not addressed.,RESOLVED,
P44,Payments,Detailed,recovered,0.2523,risk_tolerance,85,MENTIONED,Risk Level Configuration: allow for configuration of,RESOLVED,
P44,Payments,Detailed,recovered,0.2523,authorization_controls,80,ABSENT,Not addressed.,ABSENT,
P44,Payments,Detailed,recovered,0.2523,daily_limit,80,RESOLVED,exceed 2% of the portfolio's starting daily value,RESOLVED,
P44,Payments,Detailed,recovered,0.2523,currency,20,MENTIONED,"US regulatory requirements, Nasdaq stock exchange",RESOLVED,
P44,Payments,Detailed,recovered,0.2523,asset_type,25,RESOLVED,"exclusively trade stocks listed on Nasdaq, large-cap, top 100 by volume",RESOLVED,
P44,Payments,Detailed,recovered,0.2523,exchanges,15,RESOLVED,exclusively trade stocks listed on the Nasdaq exchange,RESOLVED,
P44,Payments,Detailed,recovered,0.2523,trading_schedule,15,RESOLVED,"No Overnight Holding, closed before the market close",RESOLVED,
P44,Payments,Detailed,recovered,0.2523,stop_loss,15,MENTIONED,configurable stop-loss mechanism for each individual trade,RESOLVED,
P44,Payments,Detailed,recovered,0.2523,reporting,10,ABSENT,Not addressed.,ABSENT,
P37,Payments,Ultra-vague,recovered,0.2056,volume_per_trade,100,ABSENT,Not addressed at all,ABSENT,
P37,Payments,Ultra-vague,recovered,0.2056,payment_from,90,RESOLVED,"Credit Cards: Visa, MasterCard, American Express, Discover. Digital Wallets: PayPal, Apple Pay, Goog",RESOLVED,
P37,Payments,Ultra-vague,recovered,0.2056,risk_tolerance,85,ABSENT,"No risk level (conservative, moderate, aggressive) committed",ABSENT,
P37,Payments,Ultra-vague,recovered,0.2056,authorization_controls,80,ABSENT,No specific authorization rules or approval requirements,ABSENT,
P37,Payments,Ultra-vague,recovered,0.2056,daily_limit,80,ABSENT,Not addressed at all,ABSENT,
P37,Payments,Ultra-vague,recovered,0.2056,currency,20,RESOLVED,"MUST support transactions in [Specify Primary Currency, e.g., USD]",RESOLVED,
P37,Payments,Ultra-vague,recovered,0.2056,asset_type,25,ABSENT,No whitelist of allowed assets/instruments to trade,ABSENT,
P37,Payments,Ultra-vague,recovered,0.2056,exchanges,15,ABSENT,No whitelist of allowed exchanges/platforms,ABSENT,
P37,Payments,Ultra-vague,recovered,0.2056,trading_schedule,15,ABSENT,Not addressed at all,ABSENT,
P37,Payments,Ultra-vague,recovered,0.2056,stop_loss,15,ABSENT,Not addressed at all,ABSENT,
P37,Payments,Ultra-vague,recovered,0.2056,reporting,10,MENTIONED,necessary reporting; log all transaction attempts,ABSENT,
P39,Payments,Ultra-vague,recovered,0.2991,volume_per_trade,100,MENTIONED,input the amount of ETH they wish to stake,RESOLVED,
P39,Payments,Ultra-vague,recovered,0.2991,payment_from,90,RESOLVED,"Web3 wallet (e.g., MetaMask, WalletConnect)",RESOLVED,
P39,Payments,Ultra-vague,recovered,0.2991,risk_tolerance,85,MENTIONED,strong emphasis on risk mitigation,RESOLVED,
P39,Payments,Ultra-vague,recovered,0.2991,authorization_controls,80,MENTIONED,facilitate the staking transaction via the connected wallet,RESOLVED,
P39,Payments,Ultra-vague,recovered,0.2991,daily_limit,80,ABSENT,Not addressed,ABSENT,
P39,Payments,Ultra-vague,recovered,0.2991,currency,20,RESOLVED,"ETH, LSTs, stablecoins",RESOLVED,
P39,Payments,Ultra-vague,recovered,0.2991,asset_type,25,RESOLVED,"ETH, LSTs (stETH, rETH, sfrxETH), stablecoins (USDC)",RESOLVED,
P39,Payments,Ultra-vague,recovered,0.2991,exchanges,15,RESOLVED,"Lido, Rocket Pool, Frax Finance, Uniswap V3, Curve, Balancer",RESOLVED,
P39,Payments,Ultra-vague,recovered,0.2991,trading_schedule,15,ABSENT,Not addressed,ABSENT,
P39,Payments,Ultra-vague,recovered,0.2991,stop_loss,15,MENTIONED,"monitoring of current positions, rewards, and estimated losses",RESOLVED,
P39,Payments,Ultra-vague,recovered,0.2991,reporting,10,RESOLVED,Transaction history and performance reporting,RESOLVED,
N83,Payments,Medium,recovered,0.0841,volume_per_trade,100,ABSENT,Not addressed,ABSENT,
N83,Payments,Medium,recovered,0.0841,payment_from,90,ABSENT,No specific source accounts/wallets mentioned,ABSENT,
N83,Payments,Medium,recovered,0.0841,risk_tolerance,85,ABSENT,Not addressed,ABSENT,
N83,Payments,Medium,recovered,0.0841,authorization_controls,80,ABSENT,Not addressed,RESOLVED,
N83,Payments,Medium,recovered,0.0841,daily_limit,80,ABSENT,Not addressed,ABSENT,
N83,Payments,Medium,recovered,0.0841,currency,20,RESOLVED,"USD, GBP, EUR, AED explicitly listed (FR1.1)",RESOLVED,
N83,Payments,Medium,recovered,0.0841,asset_type,25,ABSENT,Not addressed,ABSENT,
N83,Payments,Medium,recovered,0.0841,exchanges,15,MENTIONED,Integrate with multiple reputable currency exchange rate providers (FR3.4),RESOLVED,
N83,Payments,Medium,recovered,0.0841,trading_schedule,15,RESOLVED,"Month-end, no conversion during weekends, next business day (FR3.1, FR3.5)",RESOLVED,
N83,Payments,Medium,recovered,0.0841,stop_loss,15,ABSENT,Not addressed,ABSENT,
N83,Payments,Medium,recovered,0.0841,reporting,10,RESOLVED,"Record of each conversion, comprehensive log (FR3.7, FR4.1)",RESOLVED,
N93,Payments,Detailed,recovered,0.1308,volume_per_trade,100,ABSENT,No maximum amount per trade specified,ABSENT,
N93,Payments,Detailed,recovered,0.1308,payment_from,90,ABSENT,"Only 'incoming' funds mentioned, no specific source",ABSENT,
N93,Payments,Detailed,recovered,0.1308,risk_tolerance,85,ABSENT,Risk level not explicitly stated,ABSENT,
N93,Payments,Detailed,recovered,0.1308,authorization_controls,80,MENTIONED,"Manual override by 'authorized users' mentioned, but multi-sig details absent",RESOLVED,
N93,Payments,Detailed,recovered,0.1308,daily_limit,80,ABSENT,No daily spending/trading cap mentioned,ABSENT,
N93,Payments,Detailed,recovered,0.1308,currency,20,RESOLVED,"USD for runway, USDC against USD prices",RESOLVED,
N93,Payments,Detailed,recovered,0.1308,asset_type,25,RESOLVED,"BTC, ETH, USDC",RESOLVED,
N93,Payments,Detailed,recovered,0.1308,exchanges,15,MENTIONED,"Integrate with 'reputable cryptocurrency exchanges', no specific names",RESOLVED,
N93,Payments,Detailed,recovered,0.1308,trading_schedule,15,ABSENT,No time-based restrictions mentioned,RESOLVED,
N93,Payments,Detailed,recovered,0.1308,stop_loss,15,RESOLVED,Price drops below 30-day moving average,RESOLVED,
N93,Payments,Detailed,recovered,0.1308,reporting,10,RESOLVED,"Transaction history, cost basis, runway calculation, conversion logging",RESOLVED,
N70,Payments,Ultra-vague,recovered,0.3645,volume_per_trade,100,MENTIONED,purchase a low-cost NFT,RESOLVED,
N70,Payments,Ultra-vague,recovered,0.3645,payment_from,90,RESOLVED,"newly created wallet, funded via fiat-to-crypto",RESOLVED,
N70,Payments,Ultra-vague,recovered,0.3645,risk_tolerance,85,MENTIONED,"minimize initial investment, understand associated risks",RESOLVED,
N70,Payments,Ultra-vague,recovered,0.3645,authorization_controls,80,RESOLVED,user must confirm the transaction via their connected wallet,RESOLVED,
N70,Payments,Ultra-vague,recovered,0.3645,daily_limit,80,ABSENT,not addressed,RESOLVED,
N70,Payments,Ultra-vague,recovered,0.3645,currency,20,MENTIONED,"native cryptocurrency, estimated fiat equivalent",RESOLVED,
N70,Payments,Ultra-vague,recovered,0.3645,asset_type,25,RESOLVED,NFTs,RESOLVED,
N70,Payments,Ultra-vague,recovered,0.3645,exchanges,15,MENTIONED,"chosen NFT marketplace, reputable, user-friendly exchange",MENTIONED,
N70,Payments,Ultra-vague,recovered,0.3645,trading_schedule,15,ABSENT,not addressed,RESOLVED,
N70,Payments,Ultra-vague,recovered,0.3645,stop_loss,15,ABSENT,not addressed,ABSENT,
N70,Payments,Ultra-vague,recovered,0.3645,reporting,10,ABSENT,not addressed,ABSENT,
N72,Payments,Ultra-vague,recovered,0.0,volume_per_trade,100,MENTIONED,enforce minimum and maximum transfer amounts,RESOLVED,
N72,Payments,Ultra-vague,recovered,0.0,payment_from,90,MENTIONED,select a source account from their linked accounts,RESOLVED,
N72,Payments,Ultra-vague,recovered,0.0,risk_tolerance,85,ABSENT,Not addressed,RESOLVED,
N72,Payments,Ultra-vague,recovered,0.0,authorization_controls,80,MENTIONED,Security and access control for user accounts; authenticate,RESOLVED,
N72,Payments,Ultra-vague,recovered,0.0,daily_limit,80,ABSENT,Not addressed,RESOLVED,
N72,Payments,Ultra-vague,recovered,0.0,currency,20,MENTIONED,"examples use '$100', '$5,000'",RESOLVED,
N72,Payments,Ultra-vague,recovered,0.0,asset_type,25,ABSENT,Not addressed,RESOLVED,
N72,Payments,Ultra-vague,recovered,0.0,exchanges,15,ABSENT,Not addressed,RESOLVED,
N72,Payments,Ultra-vague,recovered,0.0,trading_schedule,15,MENTIONED,"Date/Time Based: Specific Date, Recurring",RESOLVED,
N72,Payments,Ultra-vague,recovered,0.0,stop_loss,15,ABSENT,Not addressed,RESOLVED,
N72,Payments,Ultra-vague,recovered,0.0,reporting,10,MENTIONED,robust reporting and notification capabilities; audit trails,RESOLVED,
N74,Payments,Ultra-vague,recovered,0.3832,volume_per_trade,100,MENTIONED,Position Sizing Method,RESOLVED,
N74,Payments,Ultra-vague,recovered,0.3832,payment_from,90,RESOLVED,selection of the trading account,RESOLVED,
N74,Payments,Ultra-vague,recovered,0.3832,risk_tolerance,85,MENTIONED,configure all risk management parameters,RESOLVED,
N74,Payments,Ultra-vague,recovered,0.3832,authorization_controls,80,RESOLVED,User Authentication & Authorization; single user,RESOLVED,
N74,Payments,Ultra-vague,recovered,0.3832,daily_limit,80,ABSENT,Not addressed,RESOLVED,
N74,Payments,Ultra-vague,recovered,0.3832,currency,20,ABSENT,Not addressed,RESOLVED,
N74,Payments,Ultra-vague,recovered,0.3832,asset_type,25,RESOLVED,Initial Commodity List (Examples),RESOLVED,
N74,Payments,Ultra-vague,recovered,0.3832,exchanges,15,MENTIONED,chosen brokerage platform; examples of data providers,RESOLVED,
N74,Payments,Ultra-vague,recovered,0.3832,trading_schedule,15,ABSENT,Not addressed,ABSENT,
N74,Payments,Ultra-vague,recovered,0.3832,stop_loss,15,MENTIONED,explicit stop-loss/take-profit,MENTIONED,
N74,Payments,Ultra-vague,recovered,0.3832,reporting,10,RESOLVED,Performance tracking and reporting,RESOLVED,
N87,Payments,Medium,recovered,0.4486,volume_per_trade,100,MENTIONED,"Transfer Amount = (Current Business Account Balance) - €5,000.00 (no maximum)",RESOLVED,
N87,Payments,Medium,recovered,0.4486,payment_from,90,RESOLVED,from my business account,RESOLVED,
N87,Payments,Medium,recovered,0.4486,risk_tolerance,85,ABSENT,Not addressed,RESOLVED,
N87,Payments,Medium,recovered,0.4486,authorization_controls,80,RESOLVED,"Rule Activation/Deactivation, Rule Modification, Rule Viewing",RESOLVED,
N87,Payments,Medium,recovered,0.4486,daily_limit,80,ABSENT,Not addressed,RESOLVED,
N87,Payments,Medium,recovered,0.4486,currency,20,RESOLVED,Euro (€),RESOLVED,
N87,Payments,Medium,recovered,0.4486,asset_type,25,RESOLVED,wire transfer of funds,RESOLVED,
N87,Payments,Medium,recovered,0.4486,exchanges,15,ABSENT,Not addressed,MENTIONED,
N87,Payments,Medium,recovered,0.4486,trading_schedule,15,RESOLVED,every Friday at 17:00 UTC,RESOLVED,
N87,Payments,Medium,recovered,0.4486,stop_loss,15,ABSENT,Not addressed,ABSENT,
N87,Payments,Medium,recovered,0.4486,reporting,10,RESOLVED,"Successful Transfer Notification, Failed Transfer Notification, Rule Execution Log",RESOLVED,
V01,Payments,Detailed,new_detailed,0.1589,volume_per_trade,100,MENTIONED,configurable notional value per side,RESOLVED,
V01,Payments,Detailed,new_detailed,0.1589,payment_from,90,ABSENT,Not addressed,ABSENT,
V01,Payments,Detailed,new_detailed,0.1589,risk_tolerance,85,ABSENT,"Specific controls, but no classification (e.g., moderate)",ABSENT,
V01,Payments,Detailed,new_detailed,0.1589,authorization_controls,80,ABSENT,Not addressed,ABSENT,
V01,Payments,Detailed,new_detailed,0.1589,daily_limit,80,ABSENT,"Daily PnL stop-loss, not trading cap",ABSENT,
V01,Payments,Detailed,new_detailed,0.1589,currency,20,RESOLVED,USDT,RESOLVED,
V01,Payments,Detailed,new_detailed,0.1589,asset_type,25,RESOLVED,XYZ/USDT,RESOLVED,
V01,Payments,Detailed,new_detailed,0.1589,exchanges,15,RESOLVED,Binance,RESOLVED,
V01,Payments,Detailed,new_detailed,0.1589,trading_schedule,15,ABSENT,Not addressed,ABSENT,
V01,Payments,Detailed,new_detailed,0.1589,stop_loss,15,RESOLVED,"-$5,000 daily PnL",RESOLVED,
V01,Payments,Detailed,new_detailed,0.1589,reporting,10,RESOLVED,"TimescaleDB logging, PagerDuty alerts",RESOLVED,
V02,Payments,Detailed,new_detailed,0.6075,volume_per_trade,100,RESOLVED,"maximum of $50,000",RESOLVED,
V02,Payments,Detailed,new_detailed,0.6075,payment_from,90,RESOLVED,Client via Stripe,RESOLVED,
V02,Payments,Detailed,new_detailed,0.6075,risk_tolerance,85,ABSENT,Not addressed,ABSENT,
V02,Payments,Detailed,new_detailed,0.6075,authorization_controls,80,RESOLVED,"Client approval, auto-release, dispute window, manual review",RESOLVED,
V02,Payments,Detailed,new_detailed,0.6075,daily_limit,80,ABSENT,Not addressed,ABSENT,
V02,Payments,Detailed,new_detailed,0.6075,currency,20,RESOLVED,United States Dollars (USD) at launch,RESOLVED,
V02,Payments,Detailed,new_detailed,0.6075,asset_type,25,RESOLVED,Funds for freelance jobs,RESOLVED,
V02,Payments,Detailed,new_detailed,0.6075,exchanges,15,ABSENT,"Not applicable, no other exchanges mentioned",RESOLVED,
V02,Payments,Detailed,new_detailed,0.6075,trading_schedule,15,ABSENT,Not addressed,ABSENT,
V02,Payments,Detailed,new_detailed,0.6075,stop_loss,15,ABSENT,Not addressed,ABSENT,
V02,Payments,Detailed,new_detailed,0.6075,reporting,10,RESOLVED,full transaction ledger for accounting reconciliation,RESOLVED,
V03,Payments,Detailed,new_detailed,0.3458,volume_per_trade,100,RESOLVED,"max 10% of portfolio notional per trade ($500,000)",RESOLVED,
V03,Payments,Detailed,new_detailed,0.3458,payment_from,90,MENTIONED,"cash-secured puts, Portfolio: $500,000 (implies source, no name)",RESOLVED,
V03,Payments,Detailed,new_detailed,0.3458,risk_tolerance,85,MENTIONED,strict risk management parameters (no specific label like 'moderate'),RESOLVED,
V03,Payments,Detailed,new_detailed,0.3458,authorization_controls,80,ABSENT,"automate a systematic strategy, Tastytrade API (no human-in-loop)",ABSENT,
V03,Payments,Detailed,new_detailed,0.3458,daily_limit,80,ABSENT,No cumulative daily spending/trading cap specified,ABSENT,
V03,Payments,Detailed,new_detailed,0.3458,currency,20,RESOLVED,"SPX Index, $500,000 (implies USD)",RESOLVED,
V03,Payments,Detailed,new_detailed,0.3458,asset_type,25,RESOLVED,"SPX Index, Put options only, Cash-Secured Put",RESOLVED,
V03,Payments,Detailed,new_detailed,0.3458,exchanges,15,RESOLVED,Broker: Tastytrade API,RESOLVED,
V03,Payments,Detailed,new_detailed,0.3458,trading_schedule,15,RESOLVED,"first trading day of each week, No earnings-week entries, market hours",RESOLVED,
V03,Payments,Detailed,new_detailed,0.3458,stop_loss,15,ABSENT,No explicit stop-loss rule or drawdown limit,ABSENT,
V03,Payments,Detailed,new_detailed,0.3458,reporting,10,RESOLVED,Daily Greeks report emailed at market close,RESOLVED,
V04,Payments,Detailed,new_detailed,0.0187,volume_per_trade,100,ABSENT,Not addressed.,ABSENT,
V04,Payments,Detailed,new_detailed,0.0187,payment_from,90,ABSENT,Source account for funds not specified.,ABSENT,
V04,Payments,Detailed,new_detailed,0.0187,risk_tolerance,85,ABSENT,Not addressed.,ABSENT,
V04,Payments,Detailed,new_detailed,0.0187,authorization_controls,80,MENTIONED,multi-partner approval workflow,RESOLVED,
V04,Payments,Detailed,new_detailed,0.0187,daily_limit,80,ABSENT,Not addressed.,ABSENT,
V04,Payments,Detailed,new_detailed,0.0187,currency,20,ABSENT,Not addressed.,ABSENT,
V04,Payments,Detailed,new_detailed,0.0187,asset_type,25,ABSENT,Not addressed.,ABSENT,
